,Pub.Priv,Year,Ave.Act,Num.33-36,Num.28-32,Num.24-27,Num.19-23,Num.17-18,Num.1-16,Num.NA,Num.Tot,Pct.33-36,Pct.28-32,Pct.24-27,Pct.19-23,Pct.17-18,Pct.1-16,Pct.NA,Pct.Tot
WILLIAM WOODS,Private,2009,23,1,38,56,103,25,3,17,243,0.004115226337449,0.156378600823045,0.230452674897119,0.423868312757202,0.102880658436214,0.012345679012346,0.069958847736626,1
HARRIS-STOWE,Public,2010,15.97,0,0,4,23,34,104,106,271,0,0,0.014760147601476,0.084870848708487,0.125461254612546,0.383763837638376,0.391143911439114,1
LINCOLN,Public,2010,17.5,1,7,27,157,98,252,23,565,0.001769911504425,0.012389380530974,0.047787610619469,0.27787610619469,0.173451327433628,0.446017699115044,0.04070796460177,1
MISSOURI SOUTHERN,Public,2010,21.16,2,55,147,348,118,93,86,849,0.002355712603062,0.064782096584217,0.173144876325088,0.409893992932862,0.138987043580683,0.109540636042403,0.101295641931684,1
MISSOURI STATE,Public,2010,24.05,27,511,799,1115,106,35,269,2862,0.009433962264151,0.178546470999301,0.279175401816911,0.389587700908456,0.037037037037037,0.012229210342418,0.093990216631726,1
MISSOURI UNIV. OF SCI. & TECH.,Public,2010,27.7,102,473,404,146,2,0,109,1236,0.08252427184466,0.382686084142395,0.326860841423948,0.118122977346278,0.001618122977346,0,0.088187702265372,1
MISSOURI WESTERN,Public,2010,20.74,3,40,173,456,218,82,117,1089,0.002754820936639,0.036730945821855,0.158861340679523,0.418732782369146,0.200183654729109,0.075298438934803,0.107438016528926,1
NORTHWEST,Public,2010,22.41,4,146,349,748,146,48,25,1466,0.002728512960437,0.099590723055935,0.23806275579809,0.510231923601637,0.099590723055935,0.032742155525239,0.017053206002729,1
SOUTHEAST,Public,2010,23.02,16,212,457,791,164,6,177,1823,0.008776741634668,0.116291826659353,0.250685682940208,0.433900164563906,0.089961601755348,0.003291278113001,0.097092704333516,1
TRUMAN,Public,2010,27.2,95,519,537,202,7,0,57,1417,0.067043048694425,0.366266760762174,0.378969654199012,0.142554693013409,0.004940014114326,0,0.040225829216655,1
UCM,Public,2010,21.96,4,117,314,747,156,63,160,1561,0.002562459961563,0.074951953875721,0.201153106982703,0.478539397821909,0.099935938500961,0.040358744394619,0.102498398462524,1
UMC,Public,2010,25.75,231,1731,2415,1712,80,13,644,6826,0.033841195429241,0.253589217697041,0.353794315851157,0.250805742748315,0.011719894520949,0.001904482859654,0.094345150893642,1
UMKC,Public,2010,24.61,43,300,400,353,97,47,537,1777,0.024198086662915,0.168823860438942,0.225098480585256,0.198649409116488,0.054586381541925,0.026449071468768,0.302194710185706,1
UMSL,Public,2010,23.67,7,65,160,184,33,4,174,627,0.011164274322169,0.103668261562998,0.25518341307815,0.293460925039872,0.052631578947369,0.006379585326954,0.277511961722488,1
AVILA,Private,2010,23,0,23,36,82,14,4,8,167,0,0.137724550898204,0.215568862275449,0.491017964071856,0.083832335329341,0.023952095808383,0.047904191616767,1
CENTRAL METHODIST - CLAS,Private,2010,22.4,1,19,80,168,31,1,14,314,0.003184713375796,0.060509554140127,0.254777070063694,0.535031847133758,0.098726114649682,0.003184713375796,0.044585987261147,1
COLLEGE OF THE OZARKS,Private,2010,22,1,19,73,137,27,8,6,271,0.003690036900369,0.070110701107011,0.269372693726937,0.505535055350554,0.099630996309963,0.029520295202952,0.022140221402214,1
COLUMBIA,Private,2010,22.6,1,12,49,54,12,7,841,976,0.001024590163934,0.012295081967213,0.050204918032787,0.055327868852459,0.012295081967213,0.007172131147541,0.861680327868852,1
CULVER-STOCKTON,Private,2010,21.6,1,12,34,111,39,0,15,212,0.004716981132075,0.056603773584906,0.160377358490566,0.523584905660377,0.183962264150943,0,0.070754716981132,1
DRURY,Private,2010,25.5,6,102,143,106,6,2,286,651,0.009216589861751,0.15668202764977,0.219662058371736,0.162826420890937,0.009216589861751,0.003072196620584,0.439324116743472,1
EVANGEL,Private,2010,22.3,3,35,94,123,43,24,78,400,0.0075,0.0875,0.235,0.3075,0.1075,0.06,0.195,1
FONTBONNE,Private,2010,22,0,16,27,61,19,8,20,151,0,0.105960264900662,0.178807947019868,0.403973509933775,0.125827814569536,0.052980132450331,0.132450331125828,1
HANNIBAL- LAGRANGE,Private,2010,21,0,10,32,67,21,5,35,170,0,0.058823529411765,0.188235294117647,0.394117647058823,0.123529411764706,0.029411764705882,0.205882352941176,1
LINDENWOOD,Private,2010,23,3,84,170,488,52,3,246,1046,0.002868068833652,0.080305927342256,0.162523900573614,0.466539196940727,0.049713193116635,0.002868068833652,0.235181644359465,1
MARYVILLE,Private,2010,25,1,79,150,90,6,1,45,372,0.002688172043011,0.212365591397849,0.403225806451613,0.241935483870968,0.016129032258065,0.002688172043011,0.120967741935484,1
MISSOURI BAPTIST,Private,2010,21,1,16,23,89,38,15,32,214,0.004672897196262,0.074766355140187,0.107476635514019,0.41588785046729,0.177570093457944,0.070093457943925,0.149532710280374,1
MISSOURI VALLEY,Private,2010,19.3,0,5,26,155,85,73,78,422,0,0.011848341232228,0.061611374407583,0.367298578199052,0.201421800947867,0.172985781990521,0.184834123222749,1
PARK,Private,2010,21.5,0,14,17,44,17,12,51,155,0,0.090322580645161,0.109677419354839,0.283870967741935,0.109677419354839,0.07741935483871,0.329032258064516,1
ROCKHURST,Private,2010,25,8,89,127,112,19,2,13,370,0.021621621621622,0.240540540540541,0.343243243243243,0.302702702702703,0.051351351351351,0.005405405405405,0.035135135135135,1
SAINT LOUIS,Private,2010,27.1,95,594,509,264,8,6,250,1726,0.055040556199305,0.3441483198146,0.294901506373117,0.152954808806489,0.004634994206257,0.003476245654693,0.144843568945539,1
SOUTHWEST BAPTIST,Private,2010,22.1,5,45,101,197,40,38,92,518,0.00965250965251,0.086872586872587,0.194980694980695,0.38030888030888,0.077220077220077,0.073359073359073,0.177606177606178,1
STEPHENS,Private,2010,22,1,17,39,76,21,14,9,177,0.005649717514124,0.096045197740113,0.220338983050847,0.429378531073446,0.11864406779661,0.07909604519774,0.050847457627119,1
WASHINGTON ,Private,2010,32.6,579,448,6,0,0,0,599,1632,0.354779411764706,0.274509803921569,0.003676470588235,0,0,0,0.36703431372549,1
WEBSTER,Private,2010,24,1,61,127,135,28,10,64,494,0.002024291497976,0.123481781376518,0.257085020242915,0.273279352226721,0.05668016194332,0.020242914979757,0.129554655870445,0.862348178137652
WESTMINSTER,Private,2010,25,7,65,95,83,14,1,57,322,0.021739130434783,0.201863354037267,0.295031055900621,0.257763975155279,0.043478260869565,0.003105590062112,0.177018633540373,1
WILLIAM JEWELL,Private,2010,25.71,6,80,99,70,5,2,9,271,0.022140221402214,0.29520295202952,0.365313653136531,0.25830258302583,0.018450184501845,0.007380073800738,0.033210332103321,1
WILLIAM WOODS,Private,2010,23,3,21,51,81,29,1,21,207,0.014492753623188,0.101449275362319,0.246376811594203,0.391304347826087,0.140096618357488,0.004830917874396,0.101449275362319,1
HARRIS-STOWE,Public,2011,16.79,0,0,4,35,38,89,149,315,0,0,0.012698412698413,0.111111111111111,0.120634920634921,0.282539682539682,0.473015873015873,1
LINCOLN,Public,2011,16.73,0,5,27,120,106,322,55,635,0,0.007874015748032,0.04251968503937,0.188976377952756,0.166929133858268,0.507086614173228,0.086614173228347,1
MISSOURI SOUTHERN,Public,2011,21.16,1,48,140,293,111,81,99,773,0.001293661060802,0.062095730918499,0.18111254851229,0.379042690815006,0.14359637774903,0.104786545924968,0.128072445019405,1
MISSOURI STATE,Public,2011,24.06,26,442,779,1098,75,18,81,2519,0.010321556173085,0.175466454942437,0.309249702262803,0.435887256847956,0.029773719730052,0.007145692735212,0.032155617308456,1
MISSOURI UNIV. OF SCI. & TECH.,Public,2011,27.83,93,466,375,105,5,0,52,1096,0.08485401459854,0.425182481751825,0.342153284671533,0.095802919708029,0.00456204379562,0,0.047445255474453,1
MISSOURI WESTERN,Public,2011,20.19,1,44,165,397,206,191,143,1147,0.000871839581517,0.038360941586748,0.143853530950305,0.346120313862249,0.179598953792502,0.166521360069747,0.124673060156931,1
NORTHWEST,Public,2011,22.31,5,151,394,762,197,49,37,1595,0.003134796238245,0.094670846394984,0.247021943573668,0.477742946708464,0.123510971786834,0.030721003134796,0.023197492163009,1
SOUTHEAST,Public,2011,22.8,10,219,460,793,195,36,191,1904,0.005252100840336,0.115021008403361,0.241596638655462,0.416491596638655,0.102415966386555,0.01890756302521,0.10031512605042,1
TRUMAN,Public,2011,27.11,74,528,526,203,3,0,44,1378,0.053701015965167,0.383164005805515,0.381712626995646,0.147314949201742,0.002177068214804,0,0.031930333817126,1
UCM,Public,2011,,,,,,,,,,,,,,,,,
UMC,Public,2011,25.67,168,1633,2354,1656,55,14,258,6138,0.027370478983382,0.266047572499185,0.383512544802867,0.269794721407625,0.008960573476703,0.002280873248615,0.042033235581623,1
UMKC,Public,2011,23.53,33,211,283,370,103,82,77,1159,0.028472821397757,0.182053494391717,0.244176013805004,0.319240724762726,0.088869715271786,0.070750647109577,0.066436583261432,1
UMSL,Public,2011,23.51,4,69,145,205,24,7,50,504,0.007936507936508,0.136904761904762,0.287698412698413,0.406746031746032,0.047619047619048,0.013888888888889,0.099206349206349,1
AVILA,Private,2011,22,1,16,26,62,18,4,11,138,0.007246376811594,0.115942028985507,0.188405797101449,0.449275362318841,0.130434782608696,0.028985507246377,0.079710144927536,1
CENTRAL METHODIST - CLAS,Private,2011,22.2,0,21,63,149,33,0,15,281,0,0.074733096085409,0.224199288256228,0.530249110320285,0.117437722419929,0,0.05338078291815,1
COLLEGE OF THE OZARKS,Private,2011,22,1,19,76,154,19,3,8,280,0.003571428571429,0.067857142857143,0.271428571428571,0.55,0.067857142857143,0.010714285714286,0.028571428571429,1
COLUMBIA,Private,2011,23.2,1,15,32,40,10,4,1229,1331,0.000751314800902,0.011269722013524,0.024042073628851,0.030052592036063,0.007513148009016,0.003005259203606,0.923365890308039,1
COTTEY ,Private,2011,21.59,1,12,18,54,12,11,60,,,,,,,,,
CULVER-STOCKTON,Private,2011,21.19,0,7,40,95,46,2,7,197,0,0.035532994923858,0.203045685279188,0.482233502538071,0.233502538071066,0.010152284263959,0.035532994923858,1
DRURY,Private,2011,25.7,8,92,126,84,6,1,255,572,0.013986013986014,0.160839160839161,0.22027972027972,0.146853146853147,0.010489510489511,0.001748251748252,0.445804195804196,1
EVANGEL,Private,2011,22.4,5,45,76,123,47,28,85,409,0.012224938875306,0.110024449877751,0.185819070904645,0.300733496332518,0.114914425427873,0.068459657701712,0.207823960880196,1
FONTBONNE,Private,2011,43,2,4,11,21,7,1,96,142,0.014084507042254,0.028169014084507,0.077464788732394,0.147887323943662,0.049295774647887,0.007042253521127,0.676056338028169,1
HANNIBAL- LAGRANGE,Private,2011,22,0,11,36,50,14,4,44,159,0,0.069182389937107,0.226415094339623,0.314465408805031,0.088050314465409,0.025157232704403,0.276729559748428,1
LINDENWOOD,Private,2011,22,1,49,192,404,99,47,235,1027,0.000973709834469,0.047711781888997,0.186952288218111,0.393378773125609,0.096397273612464,0.045764362220059,0.228821811100292,1
MARYVILLE,Private,2011,25,0,63,156,92,7,2,34,354,0,0.177966101694915,0.440677966101695,0.259887005649717,0.019774011299435,0.005649717514124,0.096045197740113,1
MISSOURI BAPTIST,Private,2011,21,0,16,34,97,38,8,44,237,0,0.067510548523207,0.143459915611814,0.409282700421941,0.160337552742616,0.033755274261603,0.185654008438819,1
MISSOURI VALLEY,Private,2011,0,0,6,18,144,95,49,66,378,0,0.015873015873016,0.047619047619048,0.380952380952381,0.251322751322751,0.12962962962963,0.174603174603175,1
PARK,Private,2011,21.6,4,8,30,57,25,6,50,180,0.022222222222222,0.044444444444445,0.166666666666667,0.316666666666667,0.138888888888889,0.033333333333333,0.277777777777778,1
ROCKHURST,Private,2011,24.7,3,71,120,110,12,1,9,326,0.00920245398773,0.217791411042945,0.368098159509202,0.337423312883436,0.03680981595092,0.003067484662577,0.02760736196319,1
SAINT LOUIS,Private,2011,27.8,85,653,574,222,2,0,220,1756,0.048405466970387,0.371867881548975,0.326879271070615,0.126423690205011,0.001138952164009,0,0.125284738041002,1
SOUTHWEST BAPTIST,Private,2011,23.1,4,52,139,165,53,33,87,533,0.00750469043152,0.097560975609756,0.26078799249531,0.309568480300188,0.099437148217636,0.061913696060038,0.163227016885553,1
STEPHENS,Private,2011,23.1,0,24,40,58,8,8,24,162,0,0.148148148148148,0.246913580246914,0.358024691358025,0.049382716049383,0.049382716049383,0.148148148148148,1
WASHINGTON ,Private,2011,32.8,577,342,8,0,0,0,561,1488,0.387768817204301,0.229838709677419,0.005376344086022,0,0,0,0.377016129032258,1
WEBSTER,Private,2011,24,5,90,152,149,22,7,49,494,0.010121457489879,0.182186234817814,0.307692307692308,0.301619433198381,0.044534412955466,0.01417004048583,0.09919028340081,0.959514170040486
WESTMINSTER,Private,2011,24.6,3,42,80,50,12,1,66,254,0.011811023622047,0.165354330708661,0.31496062992126,0.196850393700787,0.047244094488189,0.003937007874016,0.259842519685039,1
WILLIAM JEWELL,Private,2011,25.45,5,63,111,69,3,1,18,270,0.018518518518519,0.233333333333333,0.411111111111111,0.255555555555556,0.011111111111111,0.003703703703704,0.066666666666667,1
WILLIAM WOODS,Private,2011,23,1,16,34,71,15,5,39,181,0.005524861878453,0.088397790055249,0.187845303867403,0.392265193370166,0.082872928176796,0.027624309392265,0.215469613259669,1
HARRIS-STOWE,Public,2012,15.54,,,1,7,9,40,263,320,0,0,0.003125,0.021875,0.028125,0.125,0.821875,1
LINCOLN,Public,2012,17.59,,4,27,121,88,186,24,450,0,0.008888888888889,0.06,0.268888888888889,0.195555555555556,0.413333333333333,0.053333333333333,1
MISSOURI SOUTHERN,Public,2012,21.28,2,60,127,327,105,86,95,802,0.002493765586035,0.074812967581047,0.158354114713217,0.407730673316708,0.130922693266833,0.107231920199501,0.118453865336658,1
MISSOURI STATE,Public,2012,23.89,25,411,756,1081,77,34,107,2491,0.010036130068246,0.164993978321959,0.303492573263749,0.433962264150943,0.030911280610197,0.013649136892814,0.042954636692092,1
MISSOURI UNIV. OF SCI. & TECH.,Public,2012,27.91,87,520,375,103,3,,36,1124,0.077402135231317,0.462633451957295,0.333629893238434,0.091637010676157,0.002669039145907,0,0.03202846975089,1
MISSOURI WESTERN,Public,2012,20.28,,56,151,400,209,157,101,1074,0,0.052141527001862,0.140595903165736,0.37243947858473,0.194599627560521,0.146182495344507,0.094040968342644,1
NORTHWEST,Public,2012,22.44,3,128,360,650,139,39,40,1359,0.002207505518764,0.094186902133922,0.264900662251656,0.478292862398823,0.102281089036056,0.028697571743929,0.029433406916851,1
SOUTHEAST,Public,2012,22.61,7,176,455,835,165,43,207,1888,0.003707627118644,0.093220338983051,0.240995762711864,0.442266949152542,0.08739406779661,0.022775423728814,0.109639830508475,1
TRUMAN,Public,2012,26.9,66,453,483,204,2,1,62,1271,0.051927616050354,0.356412273800157,0.380015735641227,0.160503540519276,0.001573564122738,0.000786782061369,0.048780487804878,1
UCM,Public,2012,21.58,3,117,333,907,254,76,97,1787,0.001678791270285,0.06547285954113,0.186345831001679,0.507554560716284,0.142137660884163,0.04252937884723,0.054280917739228,1
UMC,Public,2012,25.69,191,1658,2543,1705,53,18,333,6501,0.029380095369943,0.255037686509768,0.391170589140132,0.262267343485618,0.008152591908937,0.002768804799262,0.051222888786341,1
UMKC,Public,2012,23.66,28,208,298,350,100,68,73,1125,0.024888888888889,0.184888888888889,0.264888888888889,0.311111111111111,0.088888888888889,0.060444444444445,0.064888888888889,1
UMSL,Public,2012,24.09,5,103,159,211,23,6,39,546,0.009157509157509,0.188644688644689,0.291208791208791,0.386446886446886,0.042124542124542,0.010989010989011,0.071428571428572,1
AVILA UNIVERSITY,Private,2012,23,0,22,56,100,18,3,11,210,0,0.104761904761905,0.266666666666667,0.476190476190476,0.085714285714286,0.014285714285714,0.052380952380952,1
CENTRAL METHODIST UNIVERSITY-CLAS,Private,2012,0,0,18,61,169,43,6,5,302,0,0.059602649006623,0.201986754966887,0.559602649006622,0.142384105960265,0.019867549668874,0.016556291390729,1
COLLEGE OF THE OZARKS,Private,2012,22,0,21,70,131,17,4,3,246,0,0.085365853658537,0.284552845528455,0.532520325203252,0.069105691056911,0.016260162601626,0.01219512195122,1
COLUMBIA COLLEGE,Private,2012,23,1,15,49,52,10,2,975,1104,0.000905797101449,0.013586956521739,0.044384057971015,0.047101449275362,0.009057971014493,0.001811594202899,0.883152173913043,1
COTTEY COLLEGE,Private,2012,22.82,1,7,33,42,5,4,35,127,0.007874015748032,0.055118110236221,0.259842519685039,0.330708661417323,0.039370078740158,0.031496062992126,0.275590551181102,1
CULVER-STOCKTON COLLEGE,Private,2012,20.8,0,12,30,102,56,10,7,217,0,0.055299539170507,0.138248847926267,0.470046082949309,0.258064516129032,0.046082949308756,0.032258064516129,1
DRURY UNIVERSITY,Private,2012,327,6,91,114,109,6,1,300,627,0.009569377990431,0.145135566188198,0.181818181818182,0.17384370015949,0.009569377990431,0.001594896331738,0.478468899521531,1
EVANGEL UNIVERSITY,Private,2012,22,0,37,72,119,42,39,75,384,0,0.096354166666667,0.1875,0.309895833333333,0.109375,0.1015625,0.1953125,1
FONTBONNE UNIVERSITY,Private,2012,23,1,16,23,59,15,1,21,136,0.007352941176471,0.117647058823529,0.169117647058824,0.433823529411765,0.110294117647059,0.007352941176471,0.154411764705882,1
HANNIBAL-LAGRANGE,Private,2012,22,1,17,43,67,28,12,24,192,0.005208333333333,0.088541666666667,0.223958333333333,0.348958333333333,0.145833333333333,0.0625,0.125,1
LINDENWOOD UNIVERSITY,Private,2012,23,3,103,226,583,78,8,350,1351,0.002220577350111,0.076239822353812,0.167283493708364,0.431532198371577,0.057735011102887,0.005921539600296,0.259067357512953,1
MARYVILLE UNIVERSITY,Private,2012,25,5,75,156,88,8,0,36,368,0.013586956521739,0.203804347826087,0.423913043478261,0.239130434782609,0.021739130434783,0,0.097826086956522,1
MISSOURI BAPTIST UNIVERSITY,Private,2012,21,1,10,40,113,39,9,30,242,0.004132231404959,0.041322314049587,0.165289256198347,0.466942148760331,0.161157024793388,0.037190082644628,0.12396694214876,1
MISSOURI VALLEY COLLEGE,Private,2012,19,0,4,18,141,91,48,76,378,0,0.010582010582011,0.047619047619048,0.373015873015873,0.240740740740741,0.126984126984127,0.201058201058201,1
PARK UNIVERSITY,Private,2012,20.6,1,8,13,50,12,20,108,212,0.004716981132075,0.037735849056604,0.061320754716981,0.235849056603774,0.056603773584906,0.09433962264151,0.509433962264151,1
ROCKHURST UNIVERSITY,Private,2012,25,6,115,180,125,7,1,13,447,0.013422818791946,0.257270693512304,0.402684563758389,0.279642058165548,0.015659955257271,0.002237136465324,0.029082774049217,1
SAINT LOUIS UNIVERSITY,Private,2012,27.2,72,635,517,219,2,1,225,1671,0.043087971274686,0.38001196888091,0.309395571514063,0.131059245960503,0.001196888090964,0.000598444045482,0.134649910233393,1
SOUTHWEST BAPTIST UNIVERSITY,Private,2012,22.41,1,62,118,189,55,38,97,560,0.001785714285714,0.110714285714286,0.210714285714286,0.3375,0.098214285714286,0.067857142857143,0.173214285714286,1
STEPHENS COLLEGE,Private,2012,22.7,1,9,48,43,11,9,19,140,0.007142857142857,0.064285714285714,0.342857142857143,0.307142857142857,0.078571428571429,0.064285714285714,0.135714285714286,1
WASHINGTON UNIVERSITY IN ST LOUIS,Private,2012,32.9,623,339,6,0,0,0,669,1637,0.380574221136225,0.207086133170434,0.003665241295052,0,0,0,0.40867440439829,1
WEBSTER UNIVERSITY,Private,2012,24,1,68,114,122,33,16,61,415,0.002409638554217,0.163855421686747,0.274698795180723,0.293975903614458,0.079518072289157,0.03855421686747,0.146987951807229,1
WESTMINSTER COLLEGE,Private,2012,24.1,1,43,67,73,19,1,56,260,0.003846153846154,0.165384615384615,0.257692307692308,0.280769230769231,0.073076923076923,0.003846153846154,0.215384615384615,1
WILLIAM JEWELL COLLEGE,Private,2012,25.22,7,72,107,97,6,0,16,305,0.022950819672131,0.236065573770492,0.350819672131148,0.318032786885246,0.019672131147541,0,0.052459016393443,1
WILLIAM WOODS UNIVERSITY,Private,2012,23,0,26,49,78,29,4,15,201,0,0.129353233830846,0.243781094527363,0.388059701492537,0.144278606965174,0.019900497512438,0.074626865671642,1
HARRIS-STOWE,Public,2013,15.5,0,0,0,0,4,4,187,195,0,0,0,0,0.020512820512821,0.020512820512821,0.958974358974359,1
LINCOLN,Public,2013,17.68,0,8,23,119,79,178,10,417,0,0.019184652278178,0.05515587529976,0.28537170263789,0.189448441247002,0.426858513189448,0.023980815347722,1
MISSOURI SOUTHERN,Public,2013,21.38,1,63,144,317,96,85,102,808,0.001237623762376,0.077970297029703,0.178217821782178,0.392326732673267,0.118811881188119,0.10519801980198,0.126237623762376,1
MISSOURI STATE,Public,2013,23.91,21,424,916,1119,96,30,120,2726,0.007703595011005,0.15553925165077,0.336023477622891,0.410491562729274,0.035216434336024,0.011005135730007,0.044020542920029,1
MISSOURI UNIV. OF SCI. & TECH.,Public,2013,27.96,97,555,431,110,2,0,67,1262,0.076862123613312,0.439778129952456,0.341521394611727,0.08716323296355,0.001584786053883,0,0.053090332805071,1
MISSOURI WESTERN,Public,2013,20.46,3,51,143,369,163,141,104,974,0.003080082135524,0.052361396303902,0.146817248459959,0.378850102669404,0.16735112936345,0.14476386036961,0.106776180698152,1
NORTHWEST,Public,2013,22.41,2,115,348,620,146,33,60,1324,0.001510574018127,0.086858006042296,0.262839879154079,0.468277945619335,0.110271903323263,0.024924471299094,0.045317220543807,1
SOUTHEAST,Public,2013,22.79,16,211,379,787,130,41,165,1729,0.009253903990746,0.122035858877964,0.219201850780798,0.455176402544824,0.075187969924812,0.023713128976287,0.095430884904569,1
TRUMAN,Public,2013,27.2,80,512,465,202,2,0,68,1329,0.060195635816403,0.385252069224981,0.349887133182844,0.151993980436418,0.00150489089541,0,0.051166290443943,1
UCM,Public,2013,21.63,4,111,352,890,273,73,70,1773,0.002256063169769,0.062605752961083,0.19853355893965,0.501974055273548,0.153976311336717,0.04117315284828,0.039481105470953,1
UMC,Public,2013,25.68,138,1580,2489,1562,46,9,370,6194,0.022279625443978,0.25508556667743,0.401840490797546,0.252179528576041,0.007426541814659,0.001453019050694,0.059735227639651,1
UMKC,Public,2013,24.09,31,200,310,365,79,28,65,1078,0.028756957328386,0.185528756957328,0.287569573283859,0.338589981447124,0.073283858998145,0.025974025974026,0.060296846011132,1
UMSL,Public,2013,24.06,7,74,155,199,15,7,25,482,0.014522821576764,0.153526970954357,0.321576763485477,0.412863070539419,0.031120331950208,0.014522821576764,0.051867219917013,1
AVILA,Private,2013,22,0,12,37,104,20,1,8,182,0,0.065934065934066,0.203296703296703,0.571428571428571,0.10989010989011,0.005494505494506,0.043956043956044,1
CENTRAL METHODIST - CLAS,Private,2013,21.6,0,20,69,144,44,5,9,291,0,0.06872852233677,0.237113402061856,0.494845360824742,0.151202749140893,0.017182130584193,0.030927835051546,1
COLLEGE OF THE OZARKS,Private,2013,22,0,35,104,186,26,4,2,357,0,0.098039215686275,0.291316526610644,0.521008403361345,0.072829131652661,0.011204481792717,0.005602240896359,1
COLUMBIA,Private,2013,22.02,0,17,56,60,31,19,810,993,0,0.017119838872105,0.056394763343404,0.060422960725076,0.031218529707956,0.019133937562941,0.81570996978852,1
COTTEY ,Private,2013,22,0,3,28,34,8,6,36,115,0,0.026086956521739,0.243478260869565,0.295652173913043,0.069565217391304,0.052173913043478,0.31304347826087,1
CULVER-STOCKTON,Private,2013,20.9,0,13,33,98,51,9,16,220,0,0.059090909090909,0.15,0.445454545454545,0.231818181818182,0.040909090909091,0.072727272727273,1
DRURY,Private,2013,0,21,45,126,59,28,2,43,324,0.064814814814815,0.138888888888889,0.388888888888889,0.182098765432099,0.08641975308642,0.006172839506173,0.132716049382716,1
EVANGEL,Private,2013,23,4,50,94,153,41,25,93,460,0.008695652173913,0.108695652173913,0.204347826086957,0.332608695652174,0.089130434782609,0.054347826086957,0.202173913043478,1
FONTBONNE,Private,2013,23,1,13,42,75,5,2,19,157,0.006369426751592,0.082802547770701,0.267515923566879,0.477707006369427,0.031847133757962,0.012738853503185,0.121019108280255,1
HANNIBAL- LAGRANGE,Private,2013,21.9,0,17,30,60,22,8,37,174,0,0.097701149425287,0.172413793103448,0.344827586206897,0.126436781609195,0.045977011494253,0.21264367816092,1
LINDENWOOD,Private,2013,23,7,111,259,566,67,4,310,1324,0.005287009063444,0.083836858006042,0.195619335347432,0.427492447129909,0.050604229607251,0.003021148036254,0.234138972809668,1
MARYVILLE,Private,2013,25,1,74,169,124,9,1,31,409,0.002444987775061,0.180929095354523,0.41320293398533,0.303178484107579,0.02200488997555,0.002444987775061,0.075794621026895,1
MISSOURI BAPTIST,Private,2013,22,0,18,53,113,40,13,31,268,0,0.067164179104478,0.197761194029851,0.421641791044776,0.149253731343284,0.048507462686567,0.115671641791045,1
MISSOURI VALLEY,Private,2013,19.72,1,9,26,148,91,46,94,415,0.002409638554217,0.021686746987952,0.062650602409639,0.356626506024096,0.219277108433735,0.110843373493976,0.226506024096386,1
PARK,Private,2013,21,1,6,11,48,6,5,77,154,0.006493506493507,0.038961038961039,0.071428571428572,0.311688311688312,0.038961038961039,0.032467532467533,0.5,1
ROCKHURST,Private,2013,25.5,6,123,183,104,11,0,11,438,0.013698630136986,0.280821917808219,0.417808219178082,0.237442922374429,0.025114155251142,0,0.025114155251142,1
SAINT LOUIS,Private,2013,27.6,108,621,528,172,4,0,205,1638,0.065934065934066,0.379120879120879,0.322344322344322,0.105006105006105,0.002442002442002,0,0.125152625152625,1
SOUTHWEST BAPTIST,Private,2013,23.2,5,52,123,156,40,34,72,482,0.010373443983403,0.107883817427386,0.255186721991701,0.323651452282158,0.08298755186722,0.070539419087137,0.149377593360996,1
STEPHENS,Private,2013,22.74,1,19,49,51,17,11,20,168,0.005952380952381,0.113095238095238,0.291666666666667,0.303571428571429,0.101190476190476,0.065476190476191,0.119047619047619,1
WASHINGTON ,Private,2013,33,651,330,2,0,0,0,625,1608,0.404850746268657,0.205223880597015,0.001243781094527,0,0,0,0.388681592039801,1
WEBSTER,Private,2013,23.7,7,82,124,157,30,16,80,496,0.014112903225807,0.165322580645161,0.25,0.316532258064516,0.060483870967742,0.032258064516129,0.161290322580645,1
WESTMINSTER,Private,2013,24.2,5,40,66,73,17,1,64,266,0.018796992481203,0.150375939849624,0.24812030075188,0.274436090225564,0.06390977443609,0.003759398496241,0.240601503759398,1
WILLIAM JEWELL,Private,2013,24.82,6,58,87,82,6,4,16,259,0.023166023166023,0.223938223938224,0.335907335907336,0.316602316602317,0.023166023166023,0.015444015444016,0.061776061776062,1
WILLIAM WOODS,Private,2013,23.73,2,27,30,67,11,0,20,157,0.012738853503185,0.171974522292994,0.191082802547771,0.426751592356688,0.070063694267516,0,0.127388535031847,1
HARRIS-STOWE,Public,2014,16.21,,,1,21,24,71,125,242,0,0,0.004132231404959,0.086776859504132,0.099173553719008,0.293388429752066,0.516528925619835,1
LINCOLN,Public,2014,17.14,,5,31,115,95,272,21,539,0,0.009276437847866,0.057513914656772,0.213358070500928,0.176252319109462,0.504638218923933,0.038961038961039,1
MISSOURI SOUTHERN,Public,2014,21.06,5,55,141,321,135,100,99,856,0.005841121495327,0.064252336448598,0.164719626168224,0.375,0.157710280373832,0.116822429906542,0.115654205607477,1
MISSOURI STATE,Public,2014,24.04,26,484,970,1165,93,35,97,2870,0.009059233449477,0.168641114982578,0.337979094076655,0.405923344947735,0.032404181184669,0.01219512195122,0.033797909407666,1
MISSOURI UNIV. OF SCI. & TECH.,Public,2014,28.38,148,576,428,83,1,,51,1287,0.114996114996115,0.447552447552448,0.332556332556333,0.064491064491065,0.000777000777001,0,0.03962703962704,1
